"","id","status","p_value","morans_test_statistic","morans_I","gene_ids","feature_types","n_cells","mt","ribo","hb","n_cells_by_counts","mean_counts","pct_dropout_by_counts","total_counts","highly_variable","means","dispersions","dispersions_norm","gene_short_name","q_value","module","supermodule","dim_1","dim_2"
"1355","OXER1","OK",0,317.743737012491,0.394090770316546,"OXER1","Gene Expression",2964,FALSE,FALSE,FALSE,2964,0.0157560668885708,98.9080902262287,4277,TRUE,0.0204497347306269,1.46095946273287,1.43359863758087,"OXER1",0,"12","1",-5.0802361861211,-1.26404914986278
"1356","P2RY13","OK",5.39711054690678e-21,9.32794616895916,0.0115446340662576,"P2RY13","Gene Expression",6059,FALSE,FALSE,FALSE,6059,0.0251684468239546,97.767921282294,6832,TRUE,0.0271772303036456,1.13100373649581,0.944782197475433,"P2RY13",6.05685427019587e-21,"1","1",0.911908517743953,3.78229346145009
"1357","P2RY2","OK",0,48.3608852400981,0.0599781491258451,"P2RY2","Gene Expression",25943,FALSE,FALSE,FALSE,25943,0.118293911218643,90.4428423546054,32111,TRUE,0.105732212097508,0.856504669801979,0.538122653961182,"P2RY2",0,"10","1",-2.61900268945514,-0.558051205984602
"1358","P2RY8","OK",0,134.725056052586,0.167165164512632,"P2RY8","Gene Expression",120551,FALSE,FALSE,FALSE,120551,0.95345014333725,55.5901433407871,258815,TRUE,0.560253909934762,1.27342199572244,1.83589708805084,"P2RY8",0,"2","1",0.489450822736629,0.101764433272829
"1359","PACRG","OK",6.79147009946876e-37,12.6347475400375,0.0156518488226963,"PACRG","Gene Expression",4707,FALSE,FALSE,FALSE,4707,0.0227186493575573,98.2659853896283,6167,TRUE,0.0142112239342897,1.09808935691667,0.896020829677582,"PACRG",7.84992994303545e-37,"1","1",0.756977926160701,3.73573603499745
"1360","PACS1","OK",0,45.3235130640045,0.0562237801799942,"PACS1","Gene Expression",151016,FALSE,FALSE,FALSE,151016,1.16237556934357,44.3671233482286,315528,TRUE,0.512449416410055,0.785548192470255,0.516345798969269,"PACS1",0,"8","1",1.56776178922833,0.451427206583967
"1361","PADI2","OK",0.000792224227608358,3.15875459995935,0.0038797623553643,"PADI2","Gene Expression",2870,FALSE,FALSE,FALSE,2870,0.015181377530098,98.9427189437504,4121,TRUE,0.0128252189026037,0.955964489101222,0.685468435287476,"PADI2",0.00083299459653674,"4","1",-4.28431331071674,-1.7038990033784
"1362","PADI4","OK",0,83.3466985781944,0.103398273295772,"PADI4","Gene Expression",18096,FALSE,FALSE,FALSE,18096,0.0860560461878777,93.3336034864488,23360,TRUE,0.0697120743962154,1.66685060294925,1.73861825466156,"PADI4",0,"12","1",-5.30057953748523,-1.24188027512218
"1363","PAG1","OK",0,203.556137882125,0.252575629154353,"PAG1","Gene Expression",62398,FALSE,FALSE,FALSE,62398,0.516549944877625,77.0131625965644,140218,TRUE,0.32909014341387,1.64717530079459,2.84678673744202,"PAG1",0,"2","1",0.440196882154353,0.425777338632097
"1364","PAK3","OK",0,50.6138952219401,0.0627794701482564,"PAK3","Gene Expression",13047,FALSE,FALSE,FALSE,13047,0.0619006752967834,95.1936076861017,16803,TRUE,0.0363149148882461,0.884111006537434,0.579020380973816,"PAK3",0,"1","1",1.15173805799664,3.01830067504262
