"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"161","MPP.2","BP","GO:0045582","positive regulation of T cell differentiation","4/90","43/8716",0.000964614511760088,0.0246050901615112,0.0202139462059523,"705298/695776/699869/705056",4
"162","MPP.2","BP","GO:0050922","negative regulation of chemotaxis","3/90","20/8716",0.00106882248181692,0.0264493682813798,0.021729085490512,"716811/702981/708633",3
"163","MPP.2","BP","GO:0060323","head morphogenesis","3/90","20/8716",0.00106882248181692,0.0264493682813798,0.021729085490512,"707338/694328/695776",3
"164","MPP.2","BP","GO:0010631","epithelial cell migration","6/90","114/8716",0.00111910561938271,0.027286428190243,0.0224167596204523,"716811/697755/715264/705056/697069/719320",6
"165","MPP.2","BP","GO:0045619","regulation of lymphocyte differentiation","5/90","77/8716",0.00115564279452865,0.0277370501928999,0.0227869614307742,"705298/713737/695776/699869/705056",5
"166","MPP.2","BP","GO:0090132","epithelium migration","6/90","115/8716",0.00117104554493546,0.0277370501928999,0.0227869614307742,"716811/697755/715264/705056/697069/719320",6
"167","MPP.2","BP","GO:0002696","positive regulation of leukocyte activation","6/90","116/8716",0.0012248160576478,0.0281107762340013,0.0230939905065061,"705298/693917/695776/699869/705056/717704",6
"168","MPP.2","BP","GO:0002695","negative regulation of leukocyte activation","5/90","78/8716",0.00122486700456083,0.0281107762340013,0.0230939905065061,"705298/703000/713737/705101/702011",5
"169","MPP.2","BP","GO:0070373","negative regulation of ERK1 and ERK2 cascade","3/90","21/8716",0.0012376879765272,0.0281107762340013,0.0230939905065061,"708907/705056/714290",3
"170","MPP.2","BP","GO:0040013","negative regulation of locomotion","6/90","117/8716",0.00128045980749692,0.0286892210922959,0.0235692032845095,"707338/716811/702981/708633/695220/705056",6
"171","MPP.2","BP","GO:0090130","tissue migration","6/90","118/8716",0.00133801982694055,0.0295791583075659,0.0243003179798046,"716811/697755/715264/705056/697069/719320",6
"172","MPP.2","BP","GO:0050867","positive regulation of cell activation","6/90","119/8716",0.00139753952245946,0.03007134781143,0.0247046689530762,"705298/693917/695776/699869/705056/717704",6
"173","MPP.2","BP","GO:0019220","regulation of phosphate metabolic process","13/90","488/8716",0.00141469549414447,0.03007134781143,0.0247046689530762,"717204/708907/702981/574293/697755/702011/705056/714274/716694/719320/711877/710643/100425740",13
"174","MPP.2","BP","GO:0051174","regulation of phosphorus metabolic process","13/90","488/8716",0.00141469549414447,0.03007134781143,0.0247046689530762,"717204/708907/702981/574293/697755/702011/705056/714274/716694/719320/711877/710643/100425740",13
"175","MPP.2","BP","GO:0045621","positive regulation of lymphocyte differentiation","4/90","49/8716",0.00157994264757586,0.0328299782791407,0.0269709808223021,"705298/695776/699869/705056",4
"176","MPP.2","BP","GO:0050866","negative regulation of cell activation","5/90","83/8716",0.0016179617702724,0.0328299782791407,0.0269709808223021,"705298/703000/713737/705101/702011",5
"177","MPP.2","BP","GO:0030888","regulation of B cell proliferation","3/90","23/8716",0.00162367805723133,0.0328299782791407,0.0269709808223021,"703000/693917/705101",3
"178","MPP.2","BP","GO:0045685","regulation of glial cell differentiation","3/90","23/8716",0.00162367805723133,0.0328299782791407,0.0269709808223021,"707338/705101/697420",3
"179","MPP.2","BP","GO:0043542","endothelial cell migration","5/90","84/8716",0.00170654505788237,0.0335637062809191,0.0275737641594243,"716811/697755/715264/697069/719320",5
"180","MPP.2","BP","GO:0051093","negative regulation of developmental process","10/90","322/8716",0.0017103336392319,0.0335637062809191,0.0275737641594243,"705298/707338/713737/716811/708633/695776/705056/707926/717026/710643",10
"181","MPP.2","BP","GO:0001568","blood vessel development","9/90","268/8716",0.00172069664286979,0.0335637062809191,0.0275737641594243,"707338/716811/708633/695776/697755/707926/717026/697069/719320",9
"182","MPP.2","BP","GO:0002040","sprouting angiogenesis","4/90","51/8716",0.0018345036543082,0.034219028711467,0.0281121345645599,"695776/697755/707926/719320",4
"183","MPP.2","BP","GO:0050868","negative regulation of T cell activation","4/90","51/8716",0.0018345036543082,0.034219028711467,0.0281121345645599,"705298/713737/705101/702011",4
"184","MPP.2","BP","GO:0071901","negative regulation of protein serine/threonine kinase activity","4/90","51/8716",0.0018345036543082,0.034219028711467,0.0281121345645599,"702981/702011/705056/711877",4
"185","MPP.2","BP","GO:0010171","body morphogenesis","3/90","24/8716",0.00184185273243397,0.034219028711467,0.0281121345645599,"707338/694328/695776",3
"186","MPP.2","BP","GO:0031347","regulation of defense response","9/90","271/8716",0.00185748648011582,0.034219028711467,0.0281121345645599,"703000/713737/711776/695220/705056/707926/697383/574360/613025",9
"187","MPP.2","BP","GO:0007167","enzyme-linked receptor protein signaling pathway","11/90","384/8716",0.00190988758577159,0.0344194958392314,0.0282768253545587,"707338/716811/694328/695776/697755/717704/717026/714274/697069/719320/710643",11
"188","MPP.2","BP","GO:0040012","regulation of locomotion","11/90","384/8716",0.00190988758577159,0.0344194958392314,0.0282768253545587,"707338/716811/711776/702981/708633/695776/695220/697755/705056/697069/710643",11
"189","MPP.2","BP","GO:0001667","ameboidal-type cell migration","7/90","172/8716",0.00194725945536998,0.0347156578172412,0.028520132826811,"716811/708633/697755/715264/705056/697069/719320",7
"190","MPP.2","BP","GO:0001706","endoderm formation","3/90","25/8716",0.00207747919105241,0.0358408620165281,0.0294445276169052,"707338/702981/714290",3
"191","MPP.2","BP","GO:0042093","T-helper cell differentiation","3/90","25/8716",0.00207747919105241,0.0358408620165281,0.0294445276169052,"705298/695776/695220",3
"192","MPP.2","BP","GO:0031349","positive regulation of defense response","7/90","174/8716",0.00207963196843764,0.0358408620165281,0.0294445276169052,"703000/713737/711776/695220/697383/574360/613025",7
"193","MPP.2","BP","GO:0010001","glial cell differentiation","5/90","88/8716",0.00209684174644344,0.0358408620165281,0.0294445276169052,"707338/705101/695776/705056/697420",5
"194","MPP.2","BP","GO:0001817","regulation of cytokine production","9/90","279/8716",0.00226535686988087,0.0368080910453836,0.0302391402531436,"703000/713737/711743/705101/695776/695220/707926/697383/100425740",9
"195","MPP.2","BP","GO:0001944","vasculature development","9/90","279/8716",0.00226535686988087,0.0368080910453836,0.0302391402531436,"707338/716811/708633/695776/697755/707926/717026/697069/719320",9
"196","MPP.2","BP","GO:1903038","negative regulation of leukocyte cell-cell adhesion","4/90","54/8716",0.00226767279516209,0.0368080910453836,0.0302391402531436,"705298/713737/705101/702011",4
"197","MPP.2","BP","GO:0000902","cell morphogenesis","10/90","335/8716",0.00228974520108648,0.0368080910453836,0.0302391402531436,"717204/707338/708633/695776/699869/709841/697755/695385/705901/714274",10
"198","MPP.2","BP","GO:0002287","alpha-beta T cell activation involved in immune response","3/90","26/8716",0.00233103109756651,0.0368080910453836,0.0302391402531436,"705298/695776/695220",3
"199","MPP.2","BP","GO:0002293","alpha-beta T cell differentiation involved in immune response","3/90","26/8716",0.00233103109756651,0.0368080910453836,0.0302391402531436,"705298/695776/695220",3
"200","MPP.2","BP","GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","3/90","26/8716",0.00233103109756651,0.0368080910453836,0.0302391402531436,"705298/695776/695220",3
"201","MPP.2","BP","GO:0050853","B cell receptor signaling pathway","3/90","26/8716",0.00233103109756651,0.0368080910453836,0.0302391402531436,"693676/703000/717704",3
"202","MPP.2","BP","GO:0001816","cytokine production","9/90","281/8716",0.00237774754063332,0.0371915605883966,0.0305541739580885,"703000/713737/711743/705101/695776/695220/707926/697383/100425740",9
"203","MPP.2","BP","GO:0010721","negative regulation of cell development","5/90","91/8716",0.00242966410332981,0.0373907877682918,0.0307178460873403,"705298/707338/713737/708633/717026",5
"204","MPP.2","BP","GO:0060284","regulation of cell development","9/90","282/8716",0.00243558810553409,0.0373907877682918,0.0307178460873403,"705298/707338/713737/708633/695776/699869/705056/697383/717026",9
"205","MPP.2","BP","GO:0030334","regulation of cell migration","10/90","343/8716",0.00271886437133347,0.0413566708960632,0.0339759584404202,"707338/716811/702981/708633/695776/695220/697755/705056/697069/710643",10
"206","MPP.2","BP","GO:0001704","formation of primary germ layer","4/90","57/8716",0.00276669445342935,0.0417016309435078,0.0342593552415079,"707338/702981/695776/714290",4
"207","MPP.2","BP","GO:0048514","blood vessel morphogenesis","8/90","235/8716",0.00286726720721727,0.0428281894555516,0.0351848626471232,"707338/716811/695776/697755/707926/717026/697069/719320",8
"208","MPP.2","BP","GO:0060324","face development","3/90","28/8716",0.00289370754040493,0.0428372062677802,0.0351922702752254,"707338/694328/695776",3
"209","MPP.2","BP","GO:0008284","positive regulation of cell population proliferation","11/90","408/8716",0.00306442495656367,0.0449629785662174,0.0369386669193609,"705298/707338/693917/574293/695776/699869/697755/711879/613025/697069/710643",11
"210","MPP.2","BP","GO:0048589","developmental growth","8/90","239/8716",0.00318038450383636,0.0458562357207134,0.0376725090613949,"705298/707338/708907/708633/705056/717026/705901/613025",8
"211","MPP.2","BP","GO:0007411","axon guidance","5/90","97/8716",0.00320827704680504,0.0458562357207134,0.0376725090613949,"707338/708633/697755/705901/714274",5
"212","MPP.2","BP","GO:0097485","neuron projection guidance","5/90","97/8716",0.00320827704680504,0.0458562357207134,0.0376725090613949,"707338/708633/697755/705901/714274",5
"213","MPP.2","BP","GO:0048608","reproductive structure development","5/90","99/8716",0.00350376990946456,0.0484147487672591,0.0397744174368823,"707338/574293/717026/613025/696651",5
"214","MPP.2","BP","GO:0061458","reproductive system development","5/90","99/8716",0.00350376990946456,0.0484147487672591,0.0397744174368823,"707338/574293/717026/613025/696651",5
"215","MPP.2","BP","GO:0050673","epithelial cell proliferation","7/90","191/8716",0.0035069827938469,0.0484147487672591,0.0397744174368823,"711465/705298/707338/705056/707926/613025/697069",7
"216","MPP.2","BP","GO:0043407","negative regulation of MAP kinase activity","3/90","30/8716",0.00353328383645257,0.0484147487672591,0.0397744174368823,"702981/702011/705056",3
"217","MPP.2","BP","GO:0046620","regulation of organ growth","3/90","30/8716",0.00353328383645257,0.0484147487672591,0.0397744174368823,"705298/707338/708907",3
"218","MPP.2","MF","GO:0033549","MAP kinase phosphatase activity","4/94","10/8759",2.4867620849159e-06,0.000619203759144059,0.000552322947281321,"708907/702981/705056/714290",4
"219","MPP.2","MF","GO:0019900","kinase binding","12/94","283/8759",4.59313740246269e-05,0.00571845606606605,0.00510079995747173,"716811/722750/702011/705056/717704/704844/714274/715018/716694/613025/697069/711877",12
"220","MPP.2","MF","GO:0042169","SH2 domain binding","3/94","10/8759",0.000136021363195568,0.0112897731452321,0.0100703535558824,"693676/702011/717704",3
"221","MPP.2","MF","GO:0004953","icosanoid receptor activity","3/94","11/8759",0.000185575994142649,0.011424906851743,0.0101908913367904,"707918/695220/708024",3
"222","MPP.2","MF","GO:0043548","phosphatidylinositol 3-kinase binding","3/94","12/8759",0.000245512726871369,0.011424906851743,0.0101908913367904,"574152/717704/716694",3
"223","MPP.2","MF","GO:0008138","protein tyrosine/serine/threonine phosphatase activity","4/94","30/8759",0.000275298960282965,0.011424906851743,0.0101908913367904,"708907/702981/705056/714290",4
"224","MPP.2","MF","GO:0004722","protein serine/threonine phosphatase activity","5/94","57/8759",0.000344695662161956,0.0120122613665442,0.0107148051081836,"708907/702981/705056/717704/714290",5
"225","MPP.2","MF","GO:0019901","protein kinase binding","10/94","255/8759",0.000385936108162062,0.0120122613665442,0.0107148051081836,"716811/702011/705056/717704/704844/714274/715018/613025/697069/711877",10
"226","MPP.2","MF","GO:0017018","myosin phosphatase activity","4/94","38/8759",0.000694465904499321,0.0192135566911479,0.0171382813858897,"708907/702981/705056/714290",4
"227","MPP.2","MF","GO:0004896","cytokine receptor activity","4/94","48/8759",0.00168697505866073,0.0420056789606522,0.0374686039344646,"717204/574231/713934/699869",4
"228","MPP.3","BP","GO:0046649","lymphocyte activation","19/184","270/8716",3.8810779187573e-06,0.00306867680413019,0.00262792171243199,"717204/697290/712010/703000/699530/720291/714374/693676/716296/722023/704735/703973/705298/713049/710241/641338/695220/699869/700123",19
"229","MPP.3","BP","GO:0030155","regulation of cell adhesion","19/184","273/8716",4.56349992541948e-06,0.00306867680413019,0.00262792171243199,"712262/717204/720510/712010/714374/716811/701842/699524/722023/704735/705298/716813/709223/641338/707926/702033/697755/698293/699869",19
"230","MPP.3","BP","GO:0040011","locomotion","26/184","467/8716",4.92505391689073e-06,0.00306867680413019,0.00262792171243199,"719414/712262/708425/574348/720510/697290/712010/654420/720291/716811/701842/699524/702092/716296/693734/707209/716813/713715/709223/707926/574301/697755/695220/698293/716934/693297",26
"231","MPP.3","BP","GO:0001775","cell activation","22/184","361/8716",6.83444687194412e-06,0.00306867680413019,0.00262792171243199,"712262/717204/708339/697290/712010/703000/699530/719732/720291/714374/693676/716296/722023/704735/703973/705298/713049/710241/641338/695220/699869/700123",22
"232","MPP.3","BP","GO:0009611","response to wounding","15/184","184/8716",7.37308218195625e-06,0.00306867680413019,0.00262792171243199,"712262/708425/717204/574348/711612/719732/720291/714374/699524/706034/709223/707892/707926/697755/698293",15
"233","MPP.3","BP","GO:0045321","leukocyte activation","20/184","321/8716",1.33398897841327e-05,0.00430320768936844,0.00368513650729699,"717204/708339/697290/712010/703000/699530/720291/714374/693676/716296/722023/704735/703973/705298/713049/710241/641338/695220/699869/700123",20
"234","MPP.3","BP","GO:0007155","cell adhesion","26/184","496/8716",1.44749898248818e-05,0.00430320768936844,0.00368513650729699,"712262/717204/701419/720510/712010/654420/714374/716811/701842/699524/717572/722023/704735/705298/716813/709223/707892/641338/707926/702033/697755/698293/693297/100424017/699869/713784",26
"235","MPP.3","BP","GO:0006954","inflammatory response","19/184","299/8716",1.68496627671743e-05,0.00438301852731121,0.00375348408747711,"717204/574348/694353/654420/703000/714374/704735/707209/713715/709223/707926/574177/718479/707918/719121/708734/695220/693297/699674",19
"236","MPP.3","BP","GO:0030098","lymphocyte differentiation","13/184","154/8716",2.10763270791279e-05,0.00487331518351836,0.0041733592684168,"712010/703000/699530/720291/714374/722023/704735/705298/713049/641338/695220/699869/700123",13
"237","MPP.3","BP","GO:0002443","leukocyte mediated immunity","11/184","115/8716",2.90596017984122e-05,0.00604730313424958,0.00517872693102231,"708339/712010/703000/720291/714374/716296/722023/713049/710241/704266/699869",11
"238","MPP.3","BP","GO:0030334","regulation of cell migration","20/184","343/8716",3.48346279488671e-05,0.00625764065439351,0.00535885360170375,"719414/712262/708425/574348/720510/697290/712010/716811/701842/699524/702092/716296/693734/707209/709223/697755/695220/698293/716934/693297",20
"239","MPP.3","BP","GO:0050900","leukocyte migration","12/184","140/8716",3.78951965169804e-05,0.00625764065439351,0.00535885360170375,"712262/701419/697290/712010/654420/720291/702092/707209/716813/709223/707926/695220",12
"240","MPP.3","BP","GO:0002252","immune effector process","14/184","187/8716",3.90914601187485e-05,0.00625764065439351,0.00535885360170375,"708339/712010/703000/699530/720291/714374/716296/722023/705298/713049/710241/704266/695220/699869",14
"241","MPP.3","BP","GO:0042110","T cell activation","14/184","191/8716",4.9365833578341e-05,0.0073378785483234,0.00628393656000987,"717204/697290/712010/720291/714374/722023/704735/703973/705298/713049/641338/695220/699869/700123",14
"242","MPP.3","BP","GO:1903131","mononuclear cell differentiation","13/184","170/8716",5.9693231416901e-05,0.00828144097190473,0.00709197479219743,"712010/703000/699530/720291/714374/722023/704735/705298/713049/641338/695220/699869/700123",13
"243","MPP.3","BP","GO:0030029","actin filament-based process","17/184","274/8716",6.45879394346337e-05,0.00840046887271705,0.0071939066751865,"719527/694305/708425/711465/701226/720510/702998/719428/699524/718902/708215/698947/697755/716634/695220/707372/716504",17
"244","MPP.3","BP","GO:2000145","regulation of cell motility","20/184","365/8716",8.33364151563773e-05,0.0102013576435542,0.00873613318017008,"719414/712262/708425/574348/720510/697290/712010/716811/701842/699524/702092/716296/693734/707209/709223/697755/695220/698293/716934/693297",20
"245","MPP.3","BP","GO:0034446","substrate adhesion-dependent cell spreading","6/184","36/8716",9.38088684045389e-05,0.0108453475083247,0.00928762656192306,"720510/701842/699524/707892/702033/697755",6
"246","MPP.3","BP","GO:0001578","microtubule bundle formation","6/184","37/8716",0.000110021345297533,0.0114352819158191,0.00979282849008917,"100429881/714749/702678/699377/696651/697686",6
"247","MPP.3","BP","GO:0002449","lymphocyte mediated immunity","9/184","90/8716",0.00011100778623375,0.0114352819158191,0.00979282849008917,"708339/703000/720291/714374/722023/713049/710241/704266/699869",9
"248","MPP.3","BP","GO:0045785","positive regulation of cell adhesion","12/184","157/8716",0.000115832058338484,0.0114352819158191,0.00979282849008917,"717204/720510/714374/701842/699524/722023/705298/641338/707926/697755/698293/699869",12
"249","MPP.3","BP","GO:0030217","T cell differentiation","10/184","112/8716",0.000120891976044219,0.0114352819158191,0.00979282849008917,"712010/720291/722023/704735/705298/713049/641338/695220/699869/700123",10
"250","MPP.3","BP","GO:0002366","leukocyte activation involved in immune response","9/184","93/8716",0.000143193821878127,0.0129453207438379,0.0110859799283329,"708339/712010/699530/720291/714374/716296/705298/713049/695220",9
"251","MPP.3","BP","GO:0002683","negative regulation of immune system process","13/184","186/8716",0.000149297307953922,0.0129453207438379,0.0110859799283329,"708339/712010/703000/714374/716296/704735/705298/709223/697383/702033/719121/695220/699869",13
"252","MPP.3","BP","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","4/184","14/8716",0.000163042261957493,0.0130034574060261,0.011135766401984,"720510/701842/699524/697755",4
"253","MPP.3","BP","GO:0040012","regulation of locomotion","20/184","384/8716",0.000166313717651382,0.0130034574060261,0.011135766401984,"719414/712262/708425/574348/720510/697290/712010/716811/701842/699524/702092/716296/693734/707209/709223/697755/695220/698293/716934/693297",20
"254","MPP.3","BP","GO:0002263","cell activation involved in immune response","9/184","95/8716",0.000168713767401588,0.0130034574060261,0.011135766401984,"708339/712010/699530/720291/714374/716296/705298/713049/695220",9
"255","MPP.3","BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","9/184","96/8716",0.000182831183855851,0.0135882747715724,0.0116365862506751,"708339/703000/720291/714374/705298/713049/710241/704266/699869",9
"256","MPP.3","BP","GO:0042060","wound healing","11/184","143/8716",0.000211387436381365,0.015168870865849,0.0129901607910581,"712262/717204/574348/711612/719732/720291/714374/699524/706034/707926/698293",11
"257","MPP.3","BP","GO:0002275","myeloid cell activation involved in immune response","5/184","27/8716",0.000219752126462946,0.0152434725056464,0.0130540473719919,"708339/712010/720291/714374/716296",5
"258","MPP.3","BP","GO:0006935","chemotaxis","12/184","171/8716",0.00025898006405475,0.0163809718219085,0.014028167275091,"697290/712010/654420/720291/716811/702092/716813/713715/707926/574301/697755/698293",12
"259","MPP.3","BP","GO:0016064","immunoglobulin mediated immune response","6/184","43/8716",0.000259765531053811,0.0163809718219085,0.014028167275091,"708339/703000/720291/714374/713049/704266",6
"260","MPP.3","BP","GO:0019724","B cell mediated immunity","6/184","43/8716",0.000259765531053811,0.0163809718219085,0.014028167275091,"708339/703000/720291/714374/713049/704266",6
"261","MPP.3","BP","GO:0042330","taxis","12/184","172/8716",0.00027335125572221,0.0164734050156345,0.0141073242578059,"697290/712010/654420/720291/716811/702092/716813/713715/707926/574301/697755/698293",12
"262","MPP.3","BP","GO:0034097","response to cytokine","17/184","309/8716",0.000277063515399908,0.0164734050156345,0.0141073242578059,"705289/708425/574348/701419/708339/712010/694353/703000/701842/696291/707209/641338/574301/697383/718479/704266/699869",17
"263","MPP.3","BP","GO:0002335","mature B cell differentiation","4/184","16/8716",0.000286784385312192,0.0165777307176298,0.0141966656237877,"712010/699530/713049/641338",4
"264","MPP.3","BP","GO:0007162","negative regulation of cell adhesion","9/184","103/8716",0.000311855428555001,0.0175397607249448,0.0150205189343846,"712262/720510/712010/714374/716811/704735/705298/709223/702033",9
"265","MPP.3","BP","GO:0050866","negative regulation of cell activation","8/184","83/8716",0.000346004856697241,0.0189483185996568,0.0162267651631144,"712262/708339/712010/703000/714374/716296/704735/705298",8
"266","MPP.3","BP","GO:0050776","regulation of immune response","17/184","316/8716",0.000359962063424402,0.0192072065124662,0.0164484689170719,"574152/708339/712010/694353/703000/720291/714374/693676/716296/722023/704735/705298/707209/697383/702033/719121/699869",17
"267","MPP.3","BP","GO:0002704","negative regulation of leukocyte mediated immunity","4/184","18/8716",0.000466489769165596,0.0242691302408401,0.020783346820983,"708339/712010/714374/699869",4
"268","MPP.3","BP","GO:0050865","regulation of cell activation","13/184","211/8716",0.000511979781463193,0.0259860957371928,0.0222537039799021,"712262/708339/697290/712010/703000/720291/714374/716296/722023/704735/705298/641338/699869",13
"269","MPP.3","BP","GO:0046632","alpha-beta T cell differentiation","6/184","49/8716",0.000536574958305851,0.0265860116246304,0.0227674537446568,"704735/705298/713049/641338/695220/700123",6
"270","MPP.3","BP","GO:0032101","regulation of response to external stimulus","19/184","390/8716",0.000562166497725021,0.0272062437619946,0.0232986017294605,"712262/712010/694353/703000/714374/716811/702092/710911/716296/722023/704735/707926/697383/718479/719121/708734/695220/698293/693297",19
"271","MPP.3","BP","GO:0030183","B cell differentiation","6/184","51/8716",0.000667358933915577,0.0315630441245072,0.0270296333760543,"712010/703000/699530/714374/713049/641338",6
"272","MPP.3","BP","GO:1900024","regulation of substrate adhesion-dependent cell spreading","4/184","20/8716",0.000714611196619423,0.0324830085059972,0.0278174629609516,"720510/701842/699524/697755",4
"273","MPP.3","BP","GO:0051129","negative regulation of cellular component organization","14/184","247/8716",0.000721490230147551,0.0324830085059972,0.0278174629609516,"705289/719414/708425/720510/697290/701842/100424563/709223/719121/695220/697686/693297/706309/707914",14
"274","MPP.3","BP","GO:0002250","adaptive immune response","10/184","140/8716",0.000736853151074383,0.0324830085059972,0.0278174629609516,"708339/703000/720291/714374/719501/705298/713049/710241/704266/699869",10
"275","MPP.3","BP","GO:0060326","cell chemotaxis","9/184","116/8716",0.000749247673372354,0.0324830085059972,0.0278174629609516,"697290/712010/654420/720291/702092/716813/707926/697755/698293",9
"276","MPP.3","BP","GO:0043367","CD4-positive, alpha-beta T cell differentiation","5/184","35/8716",0.000770787962502426,0.0327348928564806,0.0280331690766188,"704735/705298/713049/641338/695220",5
"277","MPP.3","BP","GO:0031589","cell-substrate adhesion","9/184","117/8716",0.000797187479154621,0.0331789428824153,0.0284134400465005,"720510/716811/701842/699524/709223/707892/702033/697755/698293",9
"278","MPP.3","BP","GO:0010810","regulation of cell-substrate adhesion","7/184","73/8716",0.000838703942436941,0.0342224098864956,0.0293070335303559,"720510/716811/701842/699524/709223/697755/698293",7
"279","MPP.3","BP","GO:0071345","cellular response to cytokine stimulus","15/184","281/8716",0.000869356914268859,0.0347909949729518,0.0297939525477162,"705289/708425/708339/712010/694353/703000/701842/696291/707209/641338/574301/697383/718479/704266/699869",15
"280","MPP.3","BP","GO:0002685","regulation of leukocyte migration","7/184","74/8716",0.000910097637674154,0.0352498355658977,0.0301868897104453,"712262/697290/712010/702092/707209/709223/695220",7
"281","MPP.3","BP","GO:0042113","B cell activation","8/184","96/8716",0.000921807931518562,0.0352498355658977,0.0301868897104453,"712010/703000/699530/714374/693676/713049/641338/699869",8
"282","MPP.3","BP","GO:0030036","actin cytoskeleton organization","14/184","254/8716",0.000948100134283903,0.0352498355658977,0.0301868897104453,"719527/694305/708425/711465/720510/702998/719428/699524/698947/697755/716634/695220/707372/716504",14
"283","MPP.3","BP","GO:0050727","regulation of inflammatory response","9/184","120/8716",0.000956213948086375,0.0352498355658977,0.0301868897104453,"694353/714374/704735/707926/718479/719121/708734/695220/693297",9
"284","MPP.3","BP","GO:0022407","regulation of cell-cell adhesion","11/184","171/8716",0.000968817247860792,0.0352498355658977,0.0301868897104453,"712262/717204/720510/712010/714374/722023/704735/705298/641338/707926/699869",11
"285","MPP.3","BP","GO:0033006","regulation of mast cell activation involved in immune response","3/184","10/8716",0.000995685007153839,0.0352498355658977,0.0301868897104453,"708339/714374/716296",3
"286","MPP.3","BP","GO:0010811","positive regulation of cell-substrate adhesion","5/184","37/8716",0.00100028388798112,0.0352498355658977,0.0301868897104453,"720510/701842/699524/697755/698293",5
"287","MPP.3","BP","GO:0001667","ameboidal-type cell migration","11/184","172/8716",0.00101633355788268,0.0352498355658977,0.0301868897104453,"574348/711612/716811/701842/693734/574301/702033/697755/698293/716934/693297",11
"288","MPP.3","BP","GO:0016126","sterol biosynthetic process","4/184","22/8716",0.00104391377705221,0.0356128618040271,0.030497774366685,"718513/702553/696865/705106",4
"289","MPP.3","BP","GO:0001909","leukocyte mediated cytotoxicity","5/184","38/8716",0.00113239014957407,0.0380081274397363,0.0325490071855502,"712010/714374/722023/710241/699869",5
"290","MPP.3","BP","GO:0030097","hemopoiesis","17/184","352/8716",0.00121370075686552,0.0400906551593198,0.0343324207414089,"712010/703000/699530/720291/714374/701842/722023/704735/696291/705298/713049/641338/697383/695220/698293/699869/700123",17
"291","MPP.3","BP","GO:0002695","negative regulation of leukocyte activation","7/184","78/8716",0.00124492742626099,0.0404795933445176,0.0346654956029582,"708339/712010/703000/714374/716296/704735/705298",7
"292","MPP.3","BP","GO:0002698","negative regulation of immune effector process","5/184","39/8716",0.0012769928042132,0.0405978796232993,0.0347667923833408,"708339/712010/714374/705298/699869",5
"293","MPP.3","BP","GO:0002521","leukocyte differentiation","13/184","233/8716",0.00128758291933578,0.0405978796232993,0.0347667923833408,"712010/703000/699530/720291/714374/722023/704735/705298/713049/641338/695220/699869/700123",13
"294","MPP.3","BP","GO:0046631","alpha-beta T cell activation","6/184","58/8716",0.00132776700890389,0.0411199284482492,0.0352138591582417,"704735/705298/713049/641338/695220/700123",6
"295","MPP.3","BP","GO:0120031","plasma membrane bounded cell projection assembly","11/184","178/8716",0.00134365936303746,0.0411199284482492,0.0352138591582417,"708425/717867/699524/714749/702678/716813/713555/697755/699377/696651/710402",11
"296","MPP.3","BP","GO:0035082","axoneme assembly","4/184","24/8716",0.00146728159913777,0.0442523624319668,0.0378963805849009,"714749/702678/699377/696651",4
"297","MPP.3","BP","GO:0007015","actin filament organization","11/184","182/8716",0.00160664453036574,0.0471208431975759,0.040352860483824,"719527/694305/708425/711465/720510/719428/699524/698947/697755/716634/695220",11
"298","MPP.3","BP","GO:0097435","supramolecular fiber organization","15/184","299/8716",0.00162155306899234,0.0471208431975759,0.040352860483824,"705289/100429881/719527/694305/708425/711465/720510/719428/701842/699524/698947/697755/716634/695220/693297",15
"299","MPP.3","BP","GO:0030031","cell projection assembly","11/184","183/8716",0.00167858625654611,0.0471208431975759,0.040352860483824,"708425/717867/699524/714749/702678/716813/713555/697755/699377/696651/710402",11
"300","MPP.3","BP","GO:0031347","regulation of defense response","14/184","271/8716",0.00175900552310784,0.0471208431975759,0.040352860483824,"712010/694353/703000/714374/716296/722023/704735/707926/697383/718479/719121/708734/695220/693297",14
"301","MPP.3","BP","GO:0002313","mature B cell differentiation involved in immune response","3/184","12/8716",0.00176939530897071,0.0471208431975759,0.040352860483824,"712010/699530/713049",3
"302","MPP.3","BP","GO:0002347","response to tumor cell","3/184","12/8716",0.00176939530897071,0.0471208431975759,0.040352860483824,"712010/710241/100425543",3
"303","MPP.3","BP","GO:0044319","wound healing, spreading of cells","3/184","12/8716",0.00176939530897071,0.0471208431975759,0.040352860483824,"717204/699524/706034",3
"304","MPP.3","BP","GO:0090505","epiboly involved in wound healing","3/184","12/8716",0.00176939530897071,0.0471208431975759,0.040352860483824,"717204/699524/706034",3
"305","MPP.3","BP","GO:0090594","inflammatory response to wounding","3/184","12/8716",0.00176939530897071,0.0471208431975759,0.040352860483824,"574348/714374/707926",3
"306","MPP.3","BP","GO:0098609","cell-cell adhesion","15/184","302/8716",0.00178882585901417,0.0471208431975759,0.040352860483824,"712262/717204/701419/720510/712010/714374/722023/704735/705298/641338/707926/693297/100424017/699869/713784",15
